"","QTL_ID","Symbol","Chromosome","Center_cM","Range_cM","Cood_A_bp","Coord_B_bp","Trait_Name","Significance","FlankMrkA2","FlankMrkA1","FlankMrkB1","FlankMrkB2"
"226",28794,"ERU","20",39.2,"",0,100,"Recurrent uveitis","Significant","","","",""
"227",28919,"SARRESI","20",50.6,"50.87-51.07",0,100,"Equine sarcoids","Significant","","","",""
"588",29296,"SUSBITE","20",76.12,"75.09-77.14",35018055,35971807,"Insect bite hypersensitivity","Significant","","rs69235571","rs69237176",""
"651",29387,"ERU","20",105.83,"105.83-105.83",49349036,49349076,"Recurrent uveitis","Significant","","","",""
"793",37895,"SUSBITE","20",90.21,"89.06-91.36",41530793,42603867,"Insect bite hypersensitivity","Significant","","","",""
"794",37896,"SUSBITE","20",90.21,"89.06-91.36",41530793,42603867,"Insect bite hypersensitivity","Significant","","","",""
"855",119856,"BSIZE","20",21.73,"21.73-21.73",10132589,10132629,"Overall body size","Significant",NA,"","",NA
"951",160697,"SUSBITE","20",0.56,"0.04-1.08",20271,503862,"Insect bite hypersensitivity","Significant","","","",""
"952",160699,"SUSBITE","20",52.03,"51.96-52.10",24230088,24296409,"Insect bite hypersensitivity","Significant","","","",""
"953",160700,"SUSBITE","20",56.75,"56.60-56.89",26392472,26531248,"Insect bite hypersensitivity","Significant","","","",""
"954",160702,"SUSBITE","20",63.93,"63.92-63.95",29805544,29821078,"Insect bite hypersensitivity","Significant","","","",""
"955",160703,"SUSBITE","20",65.42,"65.39-65.46",30493889,30523455,"Insect bite hypersensitivity","Significant","","","",""
"956",160704,"SUSBITE","20",65.74,"65.67-65.81",30624048,30689273,"Insect bite hypersensitivity","Significant","","","",""
"957",160705,"SUSBITE","20",65.96,"65.93-66.00",30743179,30775429,"Insect bite hypersensitivity","Significant","","","",""
"958",160706,"SUSBITE","20",69.75,"69.63-69.87",32467872,32582288,"Insect bite hypersensitivity","Significant","","","",""
"1120",165836,"WITHIH","20",117,"117.00-117.00",54561120,54561160,"Withers height","Significant",NA,"","",NA
"1178",165895,"WITHIH","20",131.08,"131.08-131.08",61125348,61125388,"Withers height","Significant",NA,"","",NA
"1208",165925,"WITHIH","20",54.37,"54.37-54.37",25351877,25351917,"Withers height","Significant",NA,"","",NA
"1293",166011,"WITHIH","20",76.92,"76.92-76.92",35870106,35870146,"Withers height","Significant",NA,"","",NA
"1315",166033,"WITHIH","20",130.01,"130.01-130.01",60628823,60628863,"Withers height","Significant",NA,"","",NA
"1357",166076,"WITHIH","20",130.01,"130.01-130.01",60628990,60629030,"Withers height","Significant",NA,"","",NA
"1368",166087,"WITHIH","20",36.13,"36.13-36.13",16847992,16848032,"Withers height","Significant",NA,"","",NA
"1373",166092,"WITHIH","20",6.77,"6.77-6.77",3155396,3155436,"Withers height","Significant",NA,"","",NA
"1377",166096,"WITHIH","20",28.84,"28.84-28.84",13450769,13450809,"Withers height","Significant",NA,"","",NA
"1397",166116,"WITHIH","20",76.92,"76.92-76.92",35870172,35870212,"Withers height","Significant",NA,"","",NA
"1447",166166,"WITHIH","20",42.44,"42.44-42.44",19792149,19792189,"Withers height","Significant",NA,"","",NA
"1455",166174,"WITHIH","20",31.78,"31.78-31.78",14819722,14819762,"Withers height","Significant",NA,"","",NA
"1463",166182,"WITHIH","20",119.57,"119.57-119.57",55757769,55757809,"Withers height","Significant",NA,"","",NA
"1508",166227,"WITHIH","20",43.36,"43.36-43.36",20221296,20221336,"Withers height","Significant",NA,"","",NA
"1525",166244,"WITHIH","20",9.09,"9.09-9.09",4237175,4237215,"Withers height","Significant",NA,"","",NA
"1609",172384,"GAITED","20",92.89,"92.89-92.90",43319144,43319184,"Alternate gaits","Significant",NA,"","",NA
"1660",172461,"GAITED","20",59.42,"59.42-59.42",27711091,27711131,"Alternate gaits","Significant",NA,"","",NA
"1662",172468,"GAITED","20",59.3,"59.29-59.30",27650679,27650719,"Alternate gaits","Significant",NA,"","",NA
"1671",172489,"GAITED","20",59.55,"59.55-59.55",27768879,27768919,"Alternate gaits","Significant",NA,"","",NA
"1808",179440,"SUSBITE","20",92.18,"92.18-92.18",42983698,42983738,"Insect bite hypersensitivity","Significant","","","",""
"1809",179441,"SUSBITE","20",110.46,"110.46-110.46",51509411,51509451,"Insect bite hypersensitivity","Significant","","","",""
"1810",179442,"SUSBITE","20",56.23,"56.23-56.23",26221159,26221199,"Insect bite hypersensitivity","Significant","","","",""
"1813",179445,"SUSBITE","20",74.89,"74.89-74.89",34924535,34924575,"Insect bite hypersensitivity","Significant","","","",""
"1837",179469,"SUSBITE","20",76.43,"76.43-76.43",35643180,35643220,"Insect bite hypersensitivity","Significant","","","",""
"1838",179470,"SUSBITE","20",76.43,"76.43-76.43",35643180,35643220,"Insect bite hypersensitivity","Significant","","","",""
"211",28360,"heaves","21",21.3,"",0,100,"Recurrent airway obstruction","Significant","","","",""
"212",28361,"heaves","21",34.5,"",0,100,"Recurrent airway obstruction","Significant","","","",""
"599",29333,"OSTEO","21",211.56,"211.56-211.56",11327111,11327151,"Osteochondrosis","Significant","","","",""
"710",29524,"BFSUS","21",NA,"1065.36-1065.36",57039373,57039413,"Bone fracture","Significant","","","",""
"734",32150,"SUSLAR","21",41.16,"41.16-41.16",2203630,2203670,"Recurrent laryngeal neuropathy","Significant","","","",""
"827",70913,"OSTEO","21",NA,"1017.96-1017.96",54501449,54501489,"Osteochondrosis","Significant","","","",""
"856",119857,"BSIZE","21",458.04,"458.04-458.04",24523418,24523458,"Overall body size","Significant",NA,"","",NA
"959",160707,"SUSBITE","21",202.15,"201.44-202.86",10784937,10861217,"Insect bite hypersensitivity","Significant","","","",""
"1019",161318,"GAITED","21",NA,"",41265611,41265651,"Alternate gaits","Significant",NA,"","",NA
"1227",165944,"WITHIH","21",37.76,"37.76-37.76",2021781,2021821,"Withers height","Significant",NA,"","",NA
"1276",165994,"WITHIH","21",NA,"",40820798,40820838,"Withers height","Significant",NA,"","",NA
"1389",166108,"WITHIH","21",NA,"",38275035,38275075,"Withers height","Significant",NA,"","",NA
"1412",166131,"WITHIH","21",NA,"",31935012,31935052,"Withers height","Significant",NA,"","",NA
"1413",166132,"WITHIH","21",NA,"",31946523,31946563,"Withers height","Significant",NA,"","",NA
"1488",166207,"WITHIH","21",NA,"",40386923,40386963,"Withers height","Significant",NA,"","",NA
"1491",166210,"WITHIH","21",NA,"",31996127,31996167,"Withers height","Significant",NA,"","",NA
"1812",179444,"SUSBITE","21",NA,"",31044301,31044341,"Insect bite hypersensitivity","Significant","","","",""
"1814",179446,"SUSBITE","21",NA,"",30022489,30022529,"Insect bite hypersensitivity","Significant","","","",""
"1815",179447,"SUSBITE","21",NA,"",30022781,30022821,"Insect bite hypersensitivity","Significant","","","",""
"1816",179448,"SUSBITE","21",NA,"",30033626,30033666,"Insect bite hypersensitivity","Significant","","","",""
"655",29468,"MFERT","22",17.48,"17.48-17.48",8423715,8423755,"male fertility","Significant",NA,NA,NA,NA
"660",29474,"MFERT","22",16.76,"16.76-16.76",8075438,8075478,"male fertility","Significant",NA,NA,NA,NA
"711",29525,"BFSUS","22",80.07,"80.07-80.07",38591747,38591787,"Bone fracture","Significant","","","",""
"712",29526,"BFSUS","22",80.26,"80.26-80.26",38680439,38680479,"Bone fracture","Significant","","","",""
"713",29527,"BFSUS","22",81.25,"81.25-81.25",39157821,39157861,"Bone fracture","Significant","","","",""
"714",29528,"BFSUS","22",81.27,"81.27-81.27",39169730,39169770,"Bone fracture","Significant","","","",""
"715",29529,"BFSUS","22",81.27,"81.27-81.27",39170059,39170099,"Bone fracture","Significant","","","",""
"1020",161319,"GAITED","22",97.8,"97.80-97.80",47133873,47133913,"Alternate gaits","Significant",NA,"","",NA
"1272",165990,"WITHIH","22",80.64,"80.64-80.64",38866446,38866486,"Withers height","Significant",NA,"","",NA
"1390",166109,"WITHIH","22",82.61,"82.61-82.61",39815930,39815970,"Withers height","Significant",NA,"","",NA
"1398",166117,"WITHIH","22",35,"35.00-35.00",16868432,16868472,"Withers height","Significant",NA,"","",NA
"1723",178630,"SUSBITE","22",52.94,"52.00-53.88",25060028,25967632,"Insect bite hypersensitivity","Significant","","rs69251608","rs69256343",""
"1817",179449,"SUSBITE","22",95.93,"95.93-95.93",46231580,46231620,"Insect bite hypersensitivity","Significant","","","",""
"1818",179450,"SUSBITE","22",9.61,"9.61-9.61",4630931,4630971,"Insect bite hypersensitivity","Significant","","","",""
"6",27145,"OSTEO","23",44.4,"",0,100,"Osteochondrosis","Significant","","","",""
"15",27154,"OSTEO","23",44.4,"",0,100,"Osteochondrosis","Significant","","","",""
"228",28920,"SARRESI","23",36.3,"26.3 - 49.3",0,100,"Equine sarcoids","Significant","","","",""
"681",29495,"MFERT","23",62.44,"62.44-62.44",45189420,45189460,"male fertility","Significant",NA,NA,NA,NA
"770",37602,"GAITED","23",25.06,"",0,100,"Alternate gaits","Significant",NA,"","",NA
"771",37603,"RACPERM","23",25.06,"",0,100,"racing performance","Significant",NA,"","",NA
"772",37604,"LTEARN","23",25.06,"",0,100,"Lifetime earnings","Significant",NA,"","",NA
"773",37605,"GAITED","23",25.06,"",0,100,"Alternate gaits","Significant",NA,"","",NA
"774",37606,"GAITED","23",25.06,"",0,100,"Alternate gaits","Significant",NA,"","",NA
"775",37607,"GAITED","23",25.06,"",0,100,"Alternate gaits","Significant",NA,"","",NA
"960",160708,"SUSBITE","23",44.94,"44.67-45.21",32331580,32716916,"Insect bite hypersensitivity","Significant","","","",""
"968",161266,"GAITED","23",37.09,"37.09-37.09",26841770,26841810,"Alternate gaits","Significant",NA,"","",NA
"969",161267,"GAITED","23",31.74,"31.74-31.74",22967636,22967676,"Alternate gaits","Significant",NA,"","",NA
"970",161268,"GAITED","23",36.97,"36.97-36.97",26754893,26754933,"Alternate gaits","Significant",NA,"","",NA
"971",161269,"GAITED","23",39.44,"39.44-39.44",28542948,28542988,"Alternate gaits","Significant",NA,"","",NA
"972",161270,"GAITED","23",36.39,"36.39-36.39",26338156,26338196,"Alternate gaits","Significant",NA,"","",NA
"973",161271,"GAITED","23",36.39,"36.39-36.39",26338412,26338452,"Alternate gaits","Significant",NA,"","",NA
"974",161272,"GAITED","23",29.73,"29.73-29.73",21512696,21512736,"Alternate gaits","Significant",NA,"","",NA
"975",161273,"GAITED","23",29.4,"29.40-29.40",21277367,21277407,"Alternate gaits","Significant",NA,"","",NA
"976",161274,"GAITED","23",37.97,"37.97-37.97",27480306,27480346,"Alternate gaits","Significant",NA,"","",NA
"977",161275,"GAITED","23",39.12,"39.12-39.12",28314372,28314412,"Alternate gaits","Significant",NA,"","",NA
"978",161276,"GAITED","23",39.28,"39.28-39.28",28425187,28425227,"Alternate gaits","Significant",NA,"","",NA
"979",161277,"GAITED","23",52.3,"52.30-52.30",37851821,37851861,"Alternate gaits","Significant",NA,"","",NA
"980",161278,"GAITED","23",33.07,"33.07-33.07",23935957,23935997,"Alternate gaits","Significant",NA,"","",NA
"981",161279,"GAITED","23",37.97,"37.97-37.97",27480357,27480397,"Alternate gaits","Significant",NA,"","",NA
"982",161280,"GAITED","23",38.66,"38.66-38.66",27976493,27976533,"Alternate gaits","Significant",NA,"","",NA
"983",161281,"GAITED","23",38.93,"38.93-38.93",28175552,28175592,"Alternate gaits","Significant",NA,"","",NA
"984",161282,"GAITED","23",32.32,"32.32-32.32",23389673,23389713,"Alternate gaits","Significant",NA,"","",NA
"985",161283,"GAITED","23",31.67,"31.67-31.67",22922039,22922079,"Alternate gaits","Significant",NA,"","",NA
"986",161284,"GAITED","23",31.22,"31.22-31.22",22597000,22597040,"Alternate gaits","Significant",NA,"","",NA
"987",161285,"GAITED","23",35.42,"35.42-35.42",25631941,25631981,"Alternate gaits","Significant",NA,"","",NA
"988",161286,"GAITED","23",37.31,"37.31-37.31",27001608,27001648,"Alternate gaits","Significant",NA,"","",NA
"989",161287,"GAITED","23",35.36,"35.36-35.36",25590913,25590953,"Alternate gaits","Significant",NA,"","",NA
"990",161288,"GAITED","23",30.6,"30.60-30.60",22143396,22143436,"Alternate gaits","Significant",NA,"","",NA
"991",161289,"GAITED","23",37.73,"37.73-37.73",27309409,27309449,"Alternate gaits","Significant",NA,"","",NA
"992",161290,"GAITED","23",39.41,"39.41-39.41",28521823,28521863,"Alternate gaits","Significant",NA,"","",NA
"993",161291,"GAITED","23",41.71,"41.71-41.71",30185785,30185825,"Alternate gaits","Significant",NA,"","",NA
"994",161292,"GAITED","23",45.41,"45.41-45.41",32861074,32861114,"Alternate gaits","Significant",NA,"","",NA
"995",161293,"GAITED","23",31.6,"31.60-31.60",22865997,22866037,"Alternate gaits","Significant",NA,"","",NA
"996",161294,"GAITED","23",45.45,"45.45-45.45",32891940,32891980,"Alternate gaits","Significant",NA,"","",NA
"997",161295,"GAITED","23",31.86,"31.86-31.86",23060958,23060998,"Alternate gaits","Significant",NA,"","",NA
"998",161296,"GAITED","23",32.06,"32.06-32.06",23202401,23202441,"Alternate gaits","Significant",NA,"","",NA
"999",161297,"GAITED","23",35.52,"35.52-35.52",25707501,25707541,"Alternate gaits","Significant",NA,"","",NA
"1000",161298,"GAITED","23",45.5,"45.50-45.50",32927189,32927229,"Alternate gaits","Significant",NA,"","",NA
"1033",165331,"RACPERM","23",32.24,"32.24-32.24",23333481,23333521,"racing performance","Significant",NA,"","",NA
"1037",165338,"RACPERM","23",30.2,"30.20-30.20",21857296,21857336,"racing performance","Significant",NA,"","",NA
"1038",165339,"RACPERM","23",29.11,"29.11-29.11",21064551,21064591,"racing performance","Significant",NA,"","",NA
"1039",165342,"RACPERM","23",31.04,"31.04-31.04",22464584,22464624,"racing performance","Significant",NA,"","",NA
"1041",165345,"RACPERM","23",29.97,"29.97-29.97",21689589,21689629,"racing performance","Significant",NA,"","",NA
"1042",165349,"RACPERM","23",31.09,"31.09-31.09",22496767,22496807,"racing performance","Significant",NA,"","",NA
"1066",165782,"WITHIH","23",70.37,"70.37-70.37",50929603,50929643,"Withers height","Significant",NA,"","",NA
"1142",165859,"WITHIH","23",58.14,"58.14-58.14",42078320,42078360,"Withers height","Significant",NA,"","",NA
"1175",165892,"WITHIH","23",29.17,"29.17-29.17",21108099,21108139,"Withers height","Significant",NA,"","",NA
"1226",165943,"WITHIH","23",16.27,"16.27-16.27",11778175,11778215,"Withers height","Significant",NA,"","",NA
"1259",165977,"WITHIH","23",70.37,"70.37-70.37",50929603,50929643,"Withers height","Significant",NA,"","",NA
"1290",166008,"WITHIH","23",25.41,"25.41-25.41",18388981,18389021,"Withers height","Significant",NA,"","",NA
"1327",166045,"WITHIH","23",73.86,"73.86-73.86",53457266,53457306,"Withers height","Significant",NA,"","",NA
"1405",166124,"WITHIH","23",23.21,"23.21-23.21",16796539,16796579,"Withers height","Significant",NA,"","",NA
"1437",166156,"WITHIH","23",23.21,"23.21-23.21",16799272,16799312,"Withers height","Significant",NA,"","",NA
"1470",166189,"WITHIH","23",18.29,"18.29-18.29",13238812,13238852,"Withers height","Significant",NA,"","",NA
"1501",166220,"WITHIH","23",32.16,"32.16-32.16",23272249,23272289,"Withers height","Significant",NA,"","",NA
"1538",166257,"WITHIH","23",29.44,"29.44-29.44",21304118,21304158,"Withers height","Significant",NA,"","",NA
"1574",166788,"SUSLAR","23",55.01,"55.01-55.01",39812027,39812067,"Recurrent laryngeal neuropathy","Significant","","","",""
"1581",172356,"GAITED","23",20.24,"20.24-20.24",14650355,14650395,"Alternate gaits","Significant",NA,"","",NA
"1606",172381,"GAITED","23",36.08,"36.08-36.08",26109598,26109638,"Alternate gaits","Significant",NA,"","",NA
"1635",172413,"GAITED","23",20.23,"20.23-20.23",14640792,14640832,"Alternate gaits","Significant",NA,"","",NA
"1636",172414,"GAITED","23",20.24,"20.24-20.24",14648570,14648610,"Alternate gaits","Significant",NA,"","",NA
"1637",172415,"GAITED","23",20.24,"20.24-20.24",14649844,14649884,"Alternate gaits","Significant",NA,"","",NA
"1650",172433,"GAITED","23",28.55,"28.55-28.55",20662300,20662340,"Alternate gaits","Significant",NA,"","",NA
"1654",172446,"GAITED","23",20.24,"20.24-20.24",14645057,14645097,"Alternate gaits","Significant",NA,"","",NA
"1674",172492,"GAITED","23",28.55,"28.55-28.55",20658769,20658809,"Alternate gaits","Significant",NA,"","",NA
"1819",179451,"SUSBITE","23",66.81,"66.81-66.81",48348143,48348183,"Insect bite hypersensitivity","Significant","","","",""
"1820",179452,"SUSBITE","23",66.81,"66.81-66.81",48348419,48348459,"Insect bite hypersensitivity","Significant","","","",""
"1821",179453,"SUSBITE","23",66.89,"66.89-66.89",48411696,48411736,"Insect bite hypersensitivity","Significant","","","",""
"1823",179455,"SUSBITE","23",67.83,"67.83-67.83",49092658,49092698,"Insect bite hypersensitivity","Significant","","","",""
"553",29245,"RHOD","24",165.63,"165.63-165.63",41033573,41033613,"Rhodococcus equi infection","Significant","","","",""
"1021",161320,"GAITED","24",69.67,"69.67-69.67",37224465,37224505,"Alternate gaits","Significant",NA,"","",NA
"1022",161321,"GAITED","24",69.67,"69.67-69.67",37225090,37225130,"Alternate gaits","Significant",NA,"","",NA
"1056",165772,"WITHIH","24",5.86,"5.86-5.86",3131654,3131694,"Withers height","Significant",NA,"","",NA
"1084",165800,"WITHIH","24",23.9,"23.90-23.90",12770181,12770221,"Withers height","Significant",NA,"","",NA
"1262",165980,"WITHIH","24",5.86,"5.86-5.86",3131654,3131694,"Withers height","Significant",NA,"","",NA
"1384",166103,"WITHIH","24",63.34,"63.34-63.34",33842926,33842966,"Withers height","Significant",NA,"","",NA
"1461",166180,"WITHIH","24",55.02,"55.02-55.02",29394464,29394504,"Withers height","Significant",NA,"","",NA
"1462",166181,"WITHIH","24",55.02,"55.02-55.02",29394583,29394623,"Withers height","Significant",NA,"","",NA
"1475",166194,"WITHIH","24",5.32,"5.32-5.32",2840873,2840913,"Withers height","Significant",NA,"","",NA
"1490",166209,"WITHIH","24",70.19,"70.19-70.19",37501239,37501279,"Withers height","Significant",NA,"","",NA
"1550",166269,"WITHIH","24",23.9,"23.90-23.90",12770181,12770221,"Withers height","Significant",NA,"","",NA
"1570",166352,"SUSLAR","24",87.42,"87.42-87.42",46707135,46707175,"Recurrent laryngeal neuropathy","Significant","","","",""
"1683",172511,"GAITED","24",19.27,"19.27-19.27",10296148,10296188,"Alternate gaits","Significant",NA,"","",NA
"1690",172526,"GAITED","24",19.25,"19.25-19.25",10285886,10285926,"Alternate gaits","Significant",NA,"","",NA
"7",27146,"OSTD","25",41.18,"41.18-41.18",0,100,"Osteochondrosis dissecans","Significant","","","",""
"16",27155,"OSTEO","25",41.18,"41.18-41.18",0,100,"Osteochondrosis","Significant","","","",""
"213",28362,"heaves","25",12.4,"",0,100,"Recurrent airway obstruction","Significant","","","",""
"229",28921,"SARRESI","25",38.9,"35.3 - 42.4",0,100,"Equine sarcoids","Significant","","","",""
"832",96052,"MFERT","25",49.64,"49.64-49.64",37455282,37455322,"male fertility","Significant",NA,NA,NA,NA
"837",106352,"GAITED","25",49.64,"49.64-49.64",12939275,12939315,"Alternate gaits","Significant",NA,"","",NA
"841",106356,"GAITED","25",49.64,"49.64-49.64",10384999,10385039,"Alternate gaits","Significant",NA,"","",NA
"1141",165858,"WITHIH","25",49.07,"49.07-49.07",37024389,37024429,"Withers height","Significant",NA,"","",NA
"1243",165961,"WITHIH","25",4.32,"4.32-4.32",3258753,3258793,"Withers height","Significant",NA,"","",NA
"1323",166041,"WITHIH","25",45.35,"45.35-45.35",34218737,34218777,"Withers height","Significant",NA,"","",NA
"1345",166063,"WITHIH","25",25.14,"25.14-25.14",18971615,18971655,"Withers height","Significant",NA,"","",NA
"1372",166091,"WITHIH","25",19.59,"19.59-19.59",14782983,14783023,"Withers height","Significant",NA,"","",NA
"1382",166101,"WITHIH","25",28.65,"28.65-28.65",21620638,21620678,"Withers height","Significant",NA,"","",NA
"1421",166140,"WITHIH","25",18.08,"18.08-18.08",13642625,13642665,"Withers height","Significant",NA,"","",NA
"1423",166142,"WITHIH","25",9.74,"9.74-9.74",7352435,7352475,"Withers height","Significant",NA,"","",NA
"1449",166168,"WITHIH","25",27.51,"27.51-27.51",20754866,20754906,"Withers height","Significant",NA,"","",NA
"1458",166177,"WITHIH","25",5.96,"5.96-5.96",4494395,4494435,"Withers height","Significant",NA,"","",NA
"1496",166215,"WITHIH","25",21.19,"21.19-21.19",15986506,15986546,"Withers height","Significant",NA,"","",NA
"1519",166238,"WITHIH","25",32.15,"32.15-32.15",24255024,24255064,"Withers height","Significant",NA,"","",NA
"1527",166246,"WITHIH","25",51.09,"51.09-51.09",38546365,38546405,"Withers height","Significant",NA,"","",NA
"1588",172363,"GAITED","25",2.68,"2.68-2.68",2021024,2021064,"Alternate gaits","Significant",NA,"","",NA
"1605",172380,"GAITED","25",22.12,"22.12-22.12",16689673,16689713,"Alternate gaits","Significant",NA,"","",NA
"1651",172436,"GAITED","25",15.65,"15.65-15.65",11811809,11811849,"Alternate gaits","Significant",NA,"","",NA
"1657",172453,"GAITED","25",19.94,"19.94-19.94",15044533,15044573,"Alternate gaits","Significant",NA,"","",NA
"1665",172472,"GAITED","25",19.11,"19.11-19.11",14418153,14418193,"Alternate gaits","Significant",NA,"","",NA
"1669",172482,"GAITED","25",4.94,"4.94-4.94",3724530,3724570,"Alternate gaits","Significant",NA,"","",NA
"1676",172498,"GAITED","25",4.86,"4.86-4.86",3666036,3666076,"Alternate gaits","Significant",NA,"","",NA
"1677",172499,"GAITED","25",5.12,"5.12-5.12",3860458,3860498,"Alternate gaits","Significant",NA,"","",NA
"1682",172509,"GAITED","25",19.92,"19.92-19.92",15026741,15026781,"Alternate gaits","Significant",NA,"","",NA
"1701",172543,"GAITED","25",19.53,"19.53-19.53",14737324,14737364,"Alternate gaits","Significant",NA,"","",NA
"1709",172555,"GAITED","25",19.56,"19.56-19.56",14760147,14760187,"Alternate gaits","Significant",NA,"","",NA
"1716",172580,"GAITED","25",20.7,"20.70-20.70",15621743,15621783,"Alternate gaits","Significant",NA,"","",NA
"1825",179457,"SUSBITE","25",47.24,"47.24-47.24",35644277,35644317,"Insect bite hypersensitivity","Significant","","","",""
"39",27178,"OSTEO","26",19.4,"",0,100,"Osteochondrosis","Significant","","","",""
"214",28363,"heaves","26",NA,"0-6.9",0,100,"Recurrent airway obstruction","Significant","","UMNe066","LEX044",""
"554",29246,"RHOD","26",137.18,"137.18-137.18",39777612,39777652,"Rhodococcus equi infection","Significant","","","",""
"555",29247,"RHOD","26",137.18,"137.18-137.18",39861089,39861129,"Rhodococcus equi infection","Significant","","","",""
"556",29248,"RHOD","26",137.18,"137.18-137.18",39867943,39867983,"Rhodococcus equi infection","Significant","","","",""
"561",29253,"RHOD","26",137.18,"137.18-137.18",39777612,39777652,"Rhodococcus equi infection","Significant","","","",""
"562",29254,"RHOD","26",137.18,"137.18-137.18",39861089,39861129,"Rhodococcus equi infection","Significant","","","",""
"563",29255,"RHOD","26",137.18,"137.18-137.18",39867943,39867983,"Rhodococcus equi infection","Significant","","","",""
"736",32152,"FOALIMM","26",24.4,"1.19-1.39",0,100,"Foal Immunodeficiency Syndrome","Significant","","","",""
"737",32153,"FOALIMM","26",46.2,"46.20-46.20",29804037,29804077,"Foal Immunodeficiency Syndrome","Significant","","","",""
"738",32154,"FOALIMM","26",49.9,"49.90-49.90",32187952,32187992,"Foal Immunodeficiency Syndrome","Significant","","","",""
"961",160709,"SUSBITE","26",0.53,"0.39-0.67",250337,434632,"Insect bite hypersensitivity","Significant","","","",""
"1078",165794,"WITHIH","26",21.72,"21.72-21.72",14008350,14008390,"Withers height","Significant",NA,"","",NA
"1079",165795,"WITHIH","26",21.72,"21.72-21.72",14009056,14009096,"Withers height","Significant",NA,"","",NA
"1080",165796,"WITHIH","26",27.22,"27.22-27.22",17559901,17559941,"Withers height","Significant",NA,"","",NA
"1143",165860,"WITHIH","26",57.75,"57.75-57.75",37254056,37254096,"Withers height","Significant",NA,"","",NA
"1155",165872,"WITHIH","26",21.72,"21.72-21.72",14008350,14008390,"Withers height","Significant",NA,"","",NA
"1156",165873,"WITHIH","26",21.72,"21.72-21.72",14009056,14009096,"Withers height","Significant",NA,"","",NA
"1168",165885,"WITHIH","26",21.2,"21.20-21.20",13674307,13674347,"Withers height","Significant",NA,"","",NA
"1199",165916,"WITHIH","26",8.41,"8.41-8.41",5421970,5422010,"Withers height","Significant",NA,"","",NA
"1206",165923,"WITHIH","26",62.81,"62.81-62.81",40516374,40516414,"Withers height","Significant",NA,"","",NA
"1234",165951,"WITHIH","26",26.47,"26.47-26.47",17074272,17074312,"Withers height","Significant",NA,"","",NA
"1239",165956,"WITHIH","26",55.35,"55.35-55.35",35703935,35703975,"Withers height","Significant",NA,"","",NA
"1273",165991,"WITHIH","26",25.02,"25.02-25.02",16137699,16137739,"Withers height","Significant",NA,"","",NA
"1459",166178,"WITHIH","26",51.4,"51.40-51.40",33160133,33160173,"Withers height","Significant",NA,"","",NA
"1569",166351,"SUSLAR","26",55.31,"55.31-55.31",35681831,35681871,"Recurrent laryngeal neuropathy","Significant","","","",""
"1730",179362,"SUSBITE","26",12.13,"12.13-12.13",7825697,7825737,"Insect bite hypersensitivity","Significant","","","",""
"1822",179454,"SUSBITE","26",24.95,"24.95-24.95",16094883,16094923,"Insect bite hypersensitivity","Significant","","","",""
"1824",179456,"SUSBITE","26",46.98,"46.98-46.98",30306190,30306230,"Insect bite hypersensitivity","Significant","","","",""
"646",29382,"OSTEO","27",52.63,"52.63-52.63",22613745,22613785,"Osteochondrosis","Significant","","","",""
"647",29383,"OSTEO","27",55.15,"55.15-55.15",23696895,23696935,"Osteochondrosis","Significant","","","",""
"795",37897,"SUSBITE","27",30.72,"30.72-30.72",13198779,13198819,"Insect bite hypersensitivity","Significant","","","",""
"803",37905,"OSTD","27",89.39,"89.39-89.39",38407254,38407294,"Osteochondrosis dissecans","Significant","","","",""
"804",37906,"OSTD","27",91.23,"91.23-91.23",39199636,39199676,"Osteochondrosis dissecans","Significant","","","",""
"1124",165840,"WITHIH","27",53.52,"53.51-53.52",22994218,22994258,"Withers height","Significant",NA,"","",NA
"1219",165936,"WITHIH","27",24.85,"24.85-24.85",10676831,10676871,"Withers height","Significant",NA,"","",NA
"1309",166027,"WITHIH","27",50.69,"50.69-50.69",21778940,21778980,"Withers height","Significant",NA,"","",NA
"1310",166028,"WITHIH","27",50.69,"50.69-50.69",21779336,21779376,"Withers height","Significant",NA,"","",NA
"1340",166058,"WITHIH","27",34.54,"34.54-34.54",14839884,14839924,"Withers height","Significant",NA,"","",NA
"1360",166079,"WITHIH","27",34.54,"34.54-34.54",14840107,14840147,"Withers height","Significant",NA,"","",NA
"1563",166284,"OSTD","27",91.23,"91.23-91.23",39199636,39199676,"Osteochondrosis dissecans","Significant","","","",""
"805",37907,"OSTD","28",80.36,"80.36-80.36",42605593,42605633,"Osteochondrosis dissecans","Significant","","","",""
"806",37908,"OSTD","28",80.37,"80.37-80.37",42609129,42609169,"Osteochondrosis dissecans","Significant","","","",""
"962",160710,"SUSBITE","28",0.36,"0.01-0.71",4428,376070,"Insect bite hypersensitivity","Significant","","","",""
"1031",164003,"OSTEO","28",49.42,"49.42-49.42",26198096,26198136,"Osteochondrosis","Significant","","","",""
"1032",164004,"OSTEO","28",49.42,"49.42-49.42",26198096,26198136,"Osteochondrosis","Significant","","","",""
"1050",165766,"WITHIH","28",8.03,"8.03-8.03",4256953,4256993,"Withers height","Significant",NA,"","",NA
"1101",165817,"WITHIH","28",18.17,"18.17-18.17",9635058,9635098,"Withers height","Significant",NA,"","",NA
"1103",165819,"WITHIH","28",23.67,"23.67-23.67",12550188,12550228,"Withers height","Significant",NA,"","",NA
