QTL_ID	Symbol	Chromosome	Center_cM	Range_cM	Cood_A_bp	Coord_B_bp	Trait_Name	Significance	FlankMrkA2	FlankMrkA1	FlankMrkB1	FlankMrkB2
28290	GPT	15	50.6		0	100	Guttural pouch tympany	Significant				
28291	GPT	15	50.9		0	100	Guttural pouch tympany	Significant				
28292	GPT	15	51.4		0	100	Guttural pouch tympany	Significant				
28293	GPT	15	51.8		0	100	Guttural pouch tympany	Significant				
28294	GPT	15	90.3		0	100	Guttural pouch tympany	Significant				
28295	GPT	15	147.6		0	100	Guttural pouch tympany	Significant				
28296	GPT	15	52.4		0	100	Guttural pouch tympany	Significant				
28355	heaves	15	37.5		0	100	Recurrent airway obstruction	Significant		UMNe219		
28356	heaves	15	38.8		0	100	Recurrent airway obstruction	Significant		UMNe219		
28490	OSTEO	15	53.2	51.7 - 53.3	0	100	Osteochondrosis	Significant				
28491	OSTEO	15	52.5	52.4 - 52.9	0	100	Osteochondrosis	Significant				
29024	GPT	15		4170.68-4170.68	47572942	47572982	Guttural pouch tympany	Significant				
29025	GPT	15		4170.68-4170.68	48050167	48050207	Guttural pouch tympany	Significant				
29026	GPT	15		4170.68-4170.68	48501868	48501908	Guttural pouch tympany	Significant				
29027	GPT	15		4170.68-4170.68	49189415	49189455	Guttural pouch tympany	Significant				
29028	GPT	15		4170.68-4170.68	49690581	49690621	Guttural pouch tympany	Significant				
29029	GPT	15		4170.68-4170.68	50057991	50058031	Guttural pouch tympany	Significant				
29030	GPT	15		4170.68-4170.68	50570248	50570288	Guttural pouch tympany	Significant				
29031	GPT	15		4170.68-4170.68	51041488	51041528	Guttural pouch tympany	Significant				
29032	GPT	15		4170.68-4170.68	51596742	51596782	Guttural pouch tympany	Significant				
29033	GPT	15		4170.68-4170.68	52085252	52085292	Guttural pouch tympany	Significant				
29034	GPT	15		4170.68-4170.68	52520430	52520470	Guttural pouch tympany	Significant				
29035	GPT	15		4170.68-4170.68	53093059	53093099	Guttural pouch tympany	Significant				
29036	GPT	15		4170.68-4170.68	53530188	53530228	Guttural pouch tympany	Significant				
29037	GPT	15		4170.68-4170.68	54014448	54014488	Guttural pouch tympany	Significant				
29038	GPT	15		4170.68-4170.68	55230313	55230353	Guttural pouch tympany	Significant				
29039	GPT	15		4170.68-4170.68	57014222	57014262	Guttural pouch tympany	Significant				
29040	GPT	15		4170.68-4170.68	59435307	59435347	Guttural pouch tympany	Significant				
29041	GPT	15		4170.68-4170.68	60007457	60007497	Guttural pouch tympany	Significant				
29042	GPT	15		4170.68-4170.68	60823205	60823245	Guttural pouch tympany	Significant				
29043	GPT	15		4170.68-4170.68	61044034	61044074	Guttural pouch tympany	Significant				
29044	GPT	15		4170.68-4170.68	61576918	61576958	Guttural pouch tympany	Significant				
29045	GPT	15		4170.68-4170.68	62041628	62041668	Guttural pouch tympany	Significant				
29046	GPT	15		4170.68-4170.68	62526667	62526707	Guttural pouch tympany	Significant				
29047	GPT	15		4170.68-4170.68	63007310	63007350	Guttural pouch tympany	Significant				
29048	GPT	15		4170.68-4170.68	63535639	63535679	Guttural pouch tympany	Significant				
29049	GPT	15		4170.68-4170.68	66019450	66019490	Guttural pouch tympany	Significant				
29050	GPT	15		4170.68-4170.68	66547015	66547055	Guttural pouch tympany	Significant				
29051	GPT	15		4170.68-4170.68	67012835	67012875	Guttural pouch tympany	Significant				
29052	GPT	15		4170.68-4170.68	69087971	69088011	Guttural pouch tympany	Significant				
29053	GPT	15		4170.68-4170.68	71041520	71041560	Guttural pouch tympany	Significant				
29054	GPT	15		4170.68-4170.68	71588337	71588377	Guttural pouch tympany	Significant				
29055	GPT	15		4170.68-4170.68	72204265	72204305	Guttural pouch tympany	Significant				
29056	GPT	15		4170.68-4170.68	72505377	72505417	Guttural pouch tympany	Significant				
29057	GPT	15		4170.68-4170.68	73009700	73009740	Guttural pouch tympany	Significant				
29058	GPT	15		4170.68-4170.68	73565711	73565751	Guttural pouch tympany	Significant				
29059	GPT	15		4170.68-4170.68	74039680	74039720	Guttural pouch tympany	Significant				
29060	GPT	15		4170.68-4170.68	74510947	74510987	Guttural pouch tympany	Significant				
29061	GPT	15		4170.68-4170.68	75204626	75204666	Guttural pouch tympany	Significant				
29062	GPT	15		4170.68-4170.68	75603960	75604000	Guttural pouch tympany	Significant				
29063	GPT	15		4170.68-4170.68	76004145	76004185	Guttural pouch tympany	Significant				
29064	GPT	15		4170.68-4170.68	76500607	76500647	Guttural pouch tympany	Significant				
29065	GPT	15		4170.68-4170.68	77114760	77114800	Guttural pouch tympany	Significant				
29066	GPT	15		4170.68-4170.68	77523679	77523719	Guttural pouch tympany	Significant				
29067	GPT	15		4170.68-4170.68	78013499	78013539	Guttural pouch tympany	Significant				
29068	GPT	15		4170.68-4170.68	78542150	78542190	Guttural pouch tympany	Significant				
29069	GPT	15		4170.68-4170.68	79016708	79016748	Guttural pouch tympany	Significant				
29070	GPT	15		4170.68-4170.68	79538899	79538939	Guttural pouch tympany	Significant				
29071	GPT	15		4170.68-4170.68	80085628	80085668	Guttural pouch tympany	Significant				
29072	GPT	15		4170.68-4170.68	80654777	80654817	Guttural pouch tympany	Significant				
29073	GPT	15		4170.68-4170.68	81143338	81143378	Guttural pouch tympany	Significant				
29074	GPT	15		4170.68-4170.68	81524241	81524281	Guttural pouch tympany	Significant				
29109	GPT	15		4170.68-4170.68	64087604	64087644	Guttural pouch tympany	Significant				
29110	GPT	15		4170.68-4170.68	64551613	64551653	Guttural pouch tympany	Significant				
29111	GPT	15		4170.68-4170.68	65298904	65298944	Guttural pouch tympany	Significant				
29112	GPT	15		4170.68-4170.68	65519162	65519202	Guttural pouch tympany	Significant				
29258	RHOD	15		4170.68-4170.68	54419893	54419933	Rhodococcus equi infection	Significant				
29259	RHOD	15	348.48	4170.68-4170.68	7394024	7394064	Rhodococcus equi infection	Significant				
29263	RHOD	15		4170.68-4170.68	51485683	51485723	Rhodococcus equi infection	Significant				
29264	RHOD	15		4170.68-4170.68	51596742	51596782	Rhodococcus equi infection	Significant				
29265	RHOD	15		4170.68-4170.68	51634387	51634427	Rhodococcus equi infection	Significant				
29313	SUSBITE	15	918.29	896.42-940.15	19020308	19948137	Insect bite hypersensitivity	Suggestive	rs69060277			rs69010604
29315	SUSBITE	15	966.32	943.18-989.47	20012397	20994475	Insect bite hypersensitivity	Suggestive	rs69010645			rs69001431
29316	SUSBITE	15		1508.17-1554.67	32000266	32987009	Insect bite hypersensitivity	Suggestive	rs69060897			rs69063343
29317	SUSBITE	15		1558.50-1598.98	33068161	33927064	Insect bite hypersensitivity	Suggestive	rs69063356			rs69067522
29515	BFSUS	15		3226.06-3226.06	68450474	68450514	Bone fracture	Significant				
166348	SUSLAR	15			30758500	30758540	Recurrent laryngeal neuropathy	Significant				
178625	SUSBITE	15			90076417	90960627	Insect bite hypersensitivity	Suggestive	rs69019387			rs69025225
178624	SUSBITE	15			19020308	19948137	Insect bite hypersensitivity	Suggestive	rs69060277			rs69010604
179363	SUSBITE	15			31741581	31741621	Insect bite hypersensitivity	Significant				
179427	SUSBITE	15			14642870	14642910	Insect bite hypersensitivity	Significant				
179428	SUSBITE	15			14642870	14642910	Insect bite hypersensitivity	Significant				
179429	SUSBITE	15			14647211	14647251	Insect bite hypersensitivity	Significant				
179430	SUSBITE	15			14647211	14647251	Insect bite hypersensitivity	Significant				
179431	SUSBITE	15			21210190	21210230	Insect bite hypersensitivity	Significant				
179432	SUSBITE	15			54538271	54538311	Insect bite hypersensitivity	Significant				
28922	OSTD	16	8.4	8.44-34.99	0	100	Osteochondrosis dissecans	Significant				
27151	OSTEO	16	30.6		0	100	Osteochondrosis	Significant				
27152	OSTEO	16	41.4		0	100	Osteochondrosis	Significant				
27190	OSTEO	16	30.6		0	100	Osteochondrosis	Significant				
27191	OSTD	16	30.6		0	100	Osteochondrosis dissecans	Significant				
27215	OSTD	16	0	0-1	0	100	Osteochondrosis dissecans	Significant				
27216	OSTD	16	7.7		0	100	Osteochondrosis dissecans	Significant				
27217	OSTD	16	30.6		0	100	Osteochondrosis dissecans	Significant				
27218	OSTEO	16	42.5		0	100	Osteochondrosis	Significant				
27219	OSTD	16			0	100	Osteochondrosis dissecans	Significant				
27220	OSTEO	16	44.6		0	100	Osteochondrosis	Significant				
27221	OSTD	16	44.6		0	100	Osteochondrosis dissecans	Significant				
27222	OSTEO	16	45.6		0	100	Osteochondrosis	Significant				
27223	OSTD	16	45.6		0	100	Osteochondrosis dissecans	Significant				
27224	OSTEO	16	126.5		0	100	Osteochondrosis	Significant				
28301	CHRLYMP	16	59.4		0	100	chronic progressive lymphedema	Significant				
28302	CHRLYMP	16	5.7		0	100	chronic progressive lymphedema	Significant				
28303	CHRLYMP	16	65.4		0	100	chronic progressive lymphedema	Significant				
28304	CHRLYMP	16	30.6		0	100	chronic progressive lymphedema	Significant				
28327	CHRLYMP	16	65.4		0	100	chronic progressive lymphedema	Significant				
28328	CHRLYMP	16	30.6		0	100	chronic progressive lymphedema	Significant				
28357	heaves	16	135.8		0	100	Recurrent airway obstruction	Significant				
28358	heaves	16	75.1		0	100	Recurrent airway obstruction	Significant		TKY349		
28935	OSTD	16	65.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28944	OSTD	16	69.0	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28930	OSTD	16	151.50	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
29007	OSTEO	16	68.0	151.50-151.50	0	100	Osteochondrosis	Significant				
28996	OSTD	16	75.7	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
29003	OSTEO	16	64.1	151.50-151.50	0	100	Osteochondrosis	Significant				
29001	OSTEO	16	5.7	29.40-30.10	0	100	Osteochondrosis	Significant				
28999	OSTEO	16	7.7	33.95-35.69	0	100	Osteochondrosis	Significant				
28960	OSTEO	16	44.6	151.50-151.50	0	100	Osteochondrosis	Significant				
28959	OSTD	16	71.7	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28995	OSTEO	16	75.7	151.50-151.50	0	100	Osteochondrosis	Significant				
28994	OSTD	16	75.3	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28958	OSTEO	16	71.7	151.50-151.50	0	100	Osteochondrosis	Significant				
28992	OSTD	16	74.8	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28967	OSTD	16	71.9	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28945	OSTD	16	69.2	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28931	OSTD	16	60.3	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28951	OSTEO	16	42.5	151.50-151.50	0	100	Osteochondrosis	Significant				
28974	OSTEO	16	72.7	151.50-151.50	0	100	Osteochondrosis	Significant				
28976	OSTEO	16	72.8	151.50-151.50	0	100	Osteochondrosis	Significant				
28986	OSTD	16	74.3	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28983	OSTEO	16	74.1	151.50-151.50	0	100	Osteochondrosis	Significant				
28971	OSTD	16	72.3	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28928	OSTD	16	68.0	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28942	OSTD	16	68.7	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28940	OSTD	16	68.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28932	OSTD	16	60.9	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28991	OSTEO	16	74.8	151.50-151.50	0	100	Osteochondrosis	Significant				
28990	OSTD	16	74.6	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28989	OSTEO	16	74.6	151.50-151.50	0	100	Osteochondrosis	Significant				
28936	OSTD	16	66.6	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28938	OSTD	16	68.0	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28927	OSTD	16	30.6	144.62-147.39	0	100	Osteochondrosis dissecans	Significant				
28939	OSTD	16	68.3	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28941	OSTD	16	68.6	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28943	OSTD	16	68.9	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28934	OSTEO	16	65.4	151.50-151.50	0	100	Osteochondrosis	Significant				
28929	OSTD	16	59.7	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28984	OSTD	16	74.1	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28946	OSTD	16	69.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28988	OSTD	16	74.3	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28957	OSTD	16	71.5	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
29005	OSTEO	16	66.6	151.50-151.50	0	100	Osteochondrosis	Significant				
28964	OSTEO	16	45.6	151.50-151.50	0	100	Osteochondrosis	Significant				
29004	OSTEO	16	65.4	151.50-151.50	0	100	Osteochondrosis	Significant				
28953	OSTD	16	70.5	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28950	OSTD	16	70.1	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28998	OSTEO	16	60.9	151.50-151.50	0	100	Osteochondrosis	Significant				
29002	OSTEO	16	8.4	8.44-34.99	0	100	Osteochondrosis	Significant				
29000	OSTEO	16	61.5	151.50-151.50	0	100	Osteochondrosis	Significant				
28997	OSTD	16	76.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28970	OSTEO	16	72.3	151.50-151.50	0	100	Osteochondrosis	Significant				
28981	OSTEO	16	73.7	151.50-151.50	0	100	Osteochondrosis	Significant				
28965	OSTD	16	45.6	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28956	OSTD	16	71.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28948	OSTD	16	41.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28973	OSTD	16	72.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28933	OSTD	16	7.7	33.95-35.69	0	100	Osteochondrosis dissecans	Significant				
28924	OSTEO	16	64.1	151.50-151.50	0	100	Osteochondrosis	Significant				
28975	OSTD	16	72.7	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28978	OSTEO	16	73.0	151.50-151.50	0	100	Osteochondrosis	Significant				
28979	OSTD	16	73.0	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28980	OSTD	16	73.2	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28977	OSTD	16	72.8	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
29006	OSTEO	16	30.6	144.62-147.39	0	100	Osteochondrosis	Significant				
28966	OSTEO	16	71.9	151.50-151.50	0	100	Osteochondrosis	Significant				
28993	OSTEO	16	75.3	151.50-151.50	0	100	Osteochondrosis	Significant				
28947	OSTD	16	69.5	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28949	OSTD	16	69.7	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28961	OSTD	16	44.6	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28962	OSTEO	16	71.8	151.50-151.50	0	100	Osteochondrosis	Significant				
28987	OSTEO	16	74.3	151.50-151.50	0	100	Osteochondrosis	Significant				
28982	OSTD	16	73.7	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28952	OSTD	16	42.5	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28972	OSTEO	16	72.4	151.50-151.50	0	100	Osteochondrosis	Significant				
28968	OSTEO	16	72.2	151.50-151.50	0	100	Osteochondrosis	Significant				
28954	OSTD	16	70.9	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28955	OSTD	16	71.0	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28923	OSTD	16	64.1	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28925	OSTD	16	65.4	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28937	OSTD	16	30.6	144.62-147.39	0	100	Osteochondrosis dissecans	Significant				
28969	OSTD	16	72.2	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28926	OSTD	16	66.6	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28963	OSTD	16	71.8	151.50-151.50	0	100	Osteochondrosis dissecans	Significant				
28985	OSTEO	16	74.3	151.50-151.50	0	100	Osteochondrosis	Significant				
29277	RER	16	574.51	574.51-574.51	29349222	29349262	Recurrent exertional rhabdomyolysis	Significant				
29278	RER	16	574.51	574.51-574.51	31837467	31837507	Recurrent exertional rhabdomyolysis	Significant				
29279	RER	16	574.51	574.51-574.51	32365462	32365502	Recurrent exertional rhabdomyolysis	Significant				
29332	OSTEO	16	309.12	309.12-309.12	47614641	47614681	Osteochondrosis	Significant				
29336	RER	16	272.65	272.65-272.65	41996567	41996607	Recurrent exertional rhabdomyolysis	Significant				
29337	RER	16	190.54	190.54-190.54	29349222	29349262	Recurrent exertional rhabdomyolysis	Significant				
29338	RER	16	190.31	190.31-190.31	29314251	29314291	Recurrent exertional rhabdomyolysis	Significant				
29339	RER	16	187.02	187.01-187.02	28806480	28806520	Recurrent exertional rhabdomyolysis	Significant				
29340	RER	16	188.02	188.02-188.02	28961358	28961398	Recurrent exertional rhabdomyolysis	Significant				
29341	RER	16	193.98	193.98-193.98	29879280	29879320	Recurrent exertional rhabdomyolysis	Significant				
29342	RER	16	194.36	194.36-194.36	29937733	29937773	Recurrent exertional rhabdomyolysis	Significant				
29343	RER	16	198.33	198.33-198.33	30549567	30549607	Recurrent exertional rhabdomyolysis	Significant				
29344	RER	16	205.91	205.91-205.91	31717493	31717533	Recurrent exertional rhabdomyolysis	Significant				
29345	RER	16	206.69	206.69-206.69	31837330	31837370	Recurrent exertional rhabdomyolysis	Significant				
29346	RER	16	207.38	207.38-207.38	31943538	31943578	Recurrent exertional rhabdomyolysis	Significant				
29347	RER	16	207.82	207.82-207.82	32011106	32011146	Recurrent exertional rhabdomyolysis	Significant				
29348	RER	16	209.96	209.96-209.96	32340306	32340346	Recurrent exertional rhabdomyolysis	Significant				
29349	RER	16	210.53	210.53-210.53	32428416	32428456	Recurrent exertional rhabdomyolysis	Significant				
29350	RER	16	214.63	214.63-214.63	33060440	33060480	Recurrent exertional rhabdomyolysis	Significant				
29351	RER	16	214.74	214.74-214.74	33077016	33077056	Recurrent exertional rhabdomyolysis	Significant				
29352	RER	16	214.79	214.79-214.79	33085338	33085378	Recurrent exertional rhabdomyolysis	Significant				
29353	RER	16	214.85	214.85-214.85	33093993	33094033	Recurrent exertional rhabdomyolysis	Significant				
29354	RER	16	215.10	215.10-215.10	33132104	33132144	Recurrent exertional rhabdomyolysis	Significant				
29355	RER	16	234.78	234.78-234.78	36163316	36163356	Recurrent exertional rhabdomyolysis	Significant				
29356	RER	16	271.20	271.20-271.20	41773261	41773301	Recurrent exertional rhabdomyolysis	Significant				
29357	RER	16	271.49	271.49-271.49	41818070	41818110	Recurrent exertional rhabdomyolysis	Significant				
29358	RER	16	272.65	272.65-272.65	41997203	41997243	Recurrent exertional rhabdomyolysis	Significant				
163999	OSTEO	16	239.88	239.88-239.88	36949813	36949853	Osteochondrosis	Significant				
178626	SUSBITE	16	334.45	331.36-337.54	51040831	51992543	Insect bite hypersensitivity	Suggestive	rs69165618			rs69160389
179434	SUSBITE	16			62046367	62046407	Insect bite hypersensitivity	Significant				
179435	SUSBITE	16			62046367	62046407	Insect bite hypersensitivity	Significant				
27142	OSTEO	17	46.6		0	100	Osteochondrosis	Significant				
28305	CHRLYMP	17	4.4		0	100	chronic progressive lymphedema	Significant				
28306	CHRLYMP	17	12.2		0	100	chronic progressive lymphedema	Significant				
28307	CHRLYMP	17	27.1		0	100	chronic progressive lymphedema	Significant				
28329	CHRLYMP	17	4.4		0	100	chronic progressive lymphedema	Significant				
28330	CHRLYMP	17	12.2		0	100	chronic progressive lymphedema	Significant				
28359	heaves	17	61.7		0	100	Recurrent airway obstruction	Significant		LEX067		
29292	SUSBITE	17	9.90	6.71-13.09	1024001	1997957	Insect bite hypersensitivity	Suggestive	rs69203025			rs69205524
29293	SUSBITE	17	42.98	40.11-45.84	6121534	6997027	Insect bite hypersensitivity	Suggestive	rs69113800			rs69118311
29294	SUSBITE	17	494.69	491.46-497.92	75008411	75994345	Insect bite hypersensitivity	Suggestive	rs69082671			rs69081378
29295	SUSBITE	17	501.27	498.17-504.36	76033248	76977013	Insect bite hypersensitivity	Suggestive	rs69081398			rs69082365
179438	SUSBITE	17	299.06	299.06-299.06	45644274	45644314	Insect bite hypersensitivity	Significant				
179439	SUSBITE	17	129.01	129.01-129.01	19689845	19689885	Insect bite hypersensitivity	Significant				
27143	OSTD	18	45.9		0	100	Osteochondrosis dissecans	Significant				
27144	OSTD	18	60.8		0	100	Osteochondrosis dissecans	Significant				
27153	OSTEO	18	78.2		0	100	Osteochondrosis	Significant				
27177	OSTEO	18	78.2		0	100	Osteochondrosis	Significant				
28240	OSTEO	18	53.0		0	100	Osteochondrosis	Significant				
28241	OSTEO	18	53.0		0	100	Osteochondrosis	Significant				
28242	OSTD	18	53.0		0	100	Osteochondrosis dissecans	Significant				
28243	OSTD	18	53.0		0	100	Osteochondrosis dissecans	Significant				
28244	OSTEO	18	53.0		0	100	Osteochondrosis	Significant				
28245	OSTEO	18	53.0		0	100	Osteochondrosis	Significant				
28246	OSTEO	18	154.2		0	100	Osteochondrosis	Significant				
28247	OSTEO	18	87.6		0	100	Osteochondrosis	Significant				
28248	OSTEO	18		84.9 - 88.3	0	100	Osteochondrosis	Significant				
28249	OSTD	18	154.2		0	100	Osteochondrosis dissecans	Significant				
28250	OSTD	18	87.6		0	100	Osteochondrosis dissecans	Significant				
29318	SUSBITE	18	60.69	59.84-61.55	32028224	32939315	Insect bite hypersensitivity	Suggestive	rs69124103			rs69125446
29386	ERU	18	152.95	152.95-152.95	81856354	81856394	Recurrent uveitis	Significant				
29530	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant		rs69192312	rs69192341	
29523	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29522	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29521	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29520	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29519	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29518	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29517	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29516	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29508	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29507	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
29506	BFSUS	18	115.99	115.86-116.12	62008083	62148769	Bone fracture	Significant				
164000	OSTEO	18	112.87	112.87-112.87	60407709	60407749	Osteochondrosis	Significant				
164001	OSTEO	18	122.49	122.49-122.49	65557739	65557779	Osteochondrosis	Significant				
164002	OSTEO	18	122.49	122.49-122.49	65557739	65557779	Osteochondrosis	Significant				
166787	SUSLAR	18	122.96	122.96-122.96	65809462	65809502	Recurrent laryngeal neuropathy	Significant				
178628	SUSBITE	18	60.85	60.16-61.55	32195404	32939315	Insect bite hypersensitivity	Significant		rs69124125	rs69125446	
178627	SUSBITE	18	49.51	48.63-50.39	26027413	26969787	Insect bite hypersensitivity	Suggestive	rs69184939			rs69186047
180499	BFSUS	18	122.96	122.96-122.96	65809462	65809502	Bone fracture	Significant				
180500	BFSUS	18	123.07	123.07-123.07	65868584	65868624	Bone fracture	Significant				
180501	BFSUS	18	124.24	124.24-124.24	66493717	66493757	Bone fracture	Significant				
180502	BFSUS	18	124.33	124.33-124.33	66539947	66539987	Bone fracture	Significant				
27192	OSTD	19	0	0-1	0	100	Osteochondrosis dissecans	Significant				
27193	OSTD	19	2		0	100	Osteochondrosis dissecans	Significant				
29275	RHOD	19	155.52	155.52-155.52	33380634	33380674	Rhodococcus equi infection	Significant				
29319	SUSBITE	19	27.17	26.40-27.94	15023681	15897393	Insect bite hypersensitivity	Suggestive	rs69197840			rs69186684
29320	SUSBITE	19	37.80	36.97-38.62	21037979	21977304	Insect bite hypersensitivity	Suggestive	rs69214210			rs69201383
178629	SUSBITE	19	97.25	96.66-97.83	55004566	55668411	Insect bite hypersensitivity	Suggestive	rs69182740			rs69186293
179443	SUSBITE	19	69.04	69.04-69.04	39283620	39283660	Insect bite hypersensitivity	Significant				
213524	EMSYND	19	44.22	43.71-44.72	24871458	25447414	Equine metabolic syndrome	Significant		rs69210235	rs69121656	
28793	ERU	20	39.1		0	100	Recurrent uveitis	Significant				
28794	ERU	20	39.2		0	100	Recurrent uveitis	Significant				
28919	SARRESI	20	50.6	50.87-51.07	0	100	Equine sarcoids	Significant				
29296	SUSBITE	20	76.12	75.09-77.14	35018055	35971807	Insect bite hypersensitivity	Significant		rs69235571	rs69237176	
29298	SUSBITE	20	89.01	87.99-90.03	41031989	41982509	Insect bite hypersensitivity	Suggestive	rs69176260			rs69177496
29321	SUSBITE	20	65.40	64.37-66.44	30016829	30980829	Insect bite hypersensitivity	Suggestive	rs69300005			rs69286455
29387	ERU	20	105.83	105.83-105.83	49349036	49349076	Recurrent uveitis	Significant				
37895	SUSBITE	20	90.21	89.06-91.36	41530793	42603867	Insect bite hypersensitivity	Significant				
37896	SUSBITE	20	90.21	89.06-91.36	41530793	42603867	Insect bite hypersensitivity	Significant				
160697	SUSBITE	20	0.56	0.04-1.08	20271	503862	Insect bite hypersensitivity	Significant				
160699	SUSBITE	20	52.03	51.96-52.10	24230088	24296409	Insect bite hypersensitivity	Significant				
160700	SUSBITE	20	56.75	56.60-56.89	26392472	26531248	Insect bite hypersensitivity	Significant				
160702	SUSBITE	20	63.93	63.92-63.95	29805544	29821078	Insect bite hypersensitivity	Significant				
160703	SUSBITE	20	65.42	65.39-65.46	30493889	30523455	Insect bite hypersensitivity	Significant				
160704	SUSBITE	20	65.74	65.67-65.81	30624048	30689273	Insect bite hypersensitivity	Significant				
160705	SUSBITE	20	65.96	65.93-66.00	30743179	30775429	Insect bite hypersensitivity	Significant				
160706	SUSBITE	20	69.75	69.63-69.87	32467872	32582288	Insect bite hypersensitivity	Significant				
179440	SUSBITE	20	92.18	92.18-92.18	42983698	42983738	Insect bite hypersensitivity	Significant				
179441	SUSBITE	20	110.46	110.46-110.46	51509411	51509451	Insect bite hypersensitivity	Significant				
179442	SUSBITE	20	56.23	56.23-56.23	26221159	26221199	Insect bite hypersensitivity	Significant				
179445	SUSBITE	20	74.89	74.89-74.89	34924535	34924575	Insect bite hypersensitivity	Significant				
179469	SUSBITE	20	76.43	76.43-76.43	35643180	35643220	Insect bite hypersensitivity	Significant				
179470	SUSBITE	20	76.43	76.43-76.43	35643180	35643220	Insect bite hypersensitivity	Significant				
28360	heaves	21	21.3		0	100	Recurrent airway obstruction	Significant				
28361	heaves	21	34.5		0	100	Recurrent airway obstruction	Significant				
29333	OSTEO	21	211.56	211.56-211.56	11327111	11327151	Osteochondrosis	Significant				
29524	BFSUS	21		1065.36-1065.36	57039373	57039413	Bone fracture	Significant				
32150	SUSLAR	21	41.16	41.16-41.16	2203630	2203670	Recurrent laryngeal neuropathy	Significant				
70913	OSTEO	21		1017.96-1017.96	54501449	54501489	Osteochondrosis	Significant				
160707	SUSBITE	21	202.15	201.44-202.86	10784937	10861217	Insect bite hypersensitivity	Significant				
179444	SUSBITE	21			31044301	31044341	Insect bite hypersensitivity	Significant				
179446	SUSBITE	21			30022489	30022529	Insect bite hypersensitivity	Significant				
